assembly_accession    wgs_set study_accession study_title read_accession  number_of_files:instrument_model:library_layoutlibrary_strategy
GCA_000472085	 AORO02	 PRJNA186497	 Sus Genome sequencing and assembly	 SRR652258	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815469	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815470	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815475	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815477	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815480	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815481	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815482	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815486	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815489	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815492	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815495	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815496	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815497	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815498	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815499	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815500	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815501	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815503	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815508	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815509	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815512	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815514	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815521	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815530	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815535	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815538	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815539	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815541	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815542	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815545	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815547	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815548	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815550	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815553	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815557	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815559	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815560	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815561	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815565	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815572	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815576	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815581	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815582	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815241	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815243	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815248	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815250	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815251	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815253	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815255	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815256	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815259	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815263	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815265	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815268	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815270	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815274	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815282	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815283	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815284	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815285	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815286	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815288	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815290	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815291	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815292	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815294	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815298	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815300	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815301	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815305	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815308	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815309	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815314	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815316	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815320	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815321	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815326	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815327	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815329	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815335	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815342	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815343	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815344	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815345	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815347	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815350	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815355	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815360	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815361	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815363	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815366	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815367	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815371	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815375	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815376	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815378	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815381	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815382	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815386	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815387	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815388	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815390	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815395	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815403	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815405	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815407	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815408	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815409	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815410	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815411	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815413	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815416	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815418	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815419	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815429	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815430	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815431	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815434	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815435	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815440	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815442	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815444	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815445	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815446	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815448	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815449	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815451	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815452	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815456	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815461	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815471	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815473	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815474	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815479	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815485	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815487	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815491	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815493	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815494	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815505	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815515	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815516	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815517	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815518	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815520	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815522	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815523	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815525	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815527	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815532	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815533	 1:PacBio RS II:SINGLE:WGS
